row_number;date_bibliography;bibliography_id;db_variation_id;origin;phenotype;replicated;title;publication;databank_id;date_id
13067;2012-01-01T00:00:00.000Z;22581653;rs199472728;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13068;2012-01-01T00:00:00.000Z;22581653;rs199472729;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13069;2012-01-01T00:00:00.000Z;22581653;rs199472730;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13070;2012-01-01T00:00:00.000Z;22581653;rs199472731;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13071;2012-01-01T00:00:00.000Z;22581653;rs199472732;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13072;2012-01-01T00:00:00.000Z;22581653;rs199472733;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13073;2012-01-01T00:00:00.000Z;22581653;rs199472734;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13074;2012-01-01T00:00:00.000Z;22581653;rs199472735;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13075;2012-01-01T00:00:00.000Z;22581653;rs199472736;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13076;2012-01-01T00:00:00.000Z;22581653;rs199472737;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13077;2012-01-01T00:00:00.000Z;22581653;rs199472738;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13078;2012-01-01T00:00:00.000Z;22581653;rs199472739;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13079;2012-01-01T00:00:00.000Z;22581653;rs199472740;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13080;2012-01-01T00:00:00.000Z;22581653;rs199472741;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13081;2012-01-01T00:00:00.000Z;22581653;rs199472742;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13082;2012-01-01T00:00:00.000Z;22581653;rs199472743;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13083;2012-01-01T00:00:00.000Z;22581653;rs199472744;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13084;2012-01-01T00:00:00.000Z;22581653;rs199472745;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13085;2012-01-01T00:00:00.000Z;22581653;rs199472746;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13086;2012-01-01T00:00:00.000Z;22581653;rs199472747;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13087;2012-01-01T00:00:00.000Z;22581653;rs199472748;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13088;2012-01-01T00:00:00.000Z;22581653;rs199472749;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13089;2012-01-01T00:00:00.000Z;22581653;rs199472750;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13090;2012-01-01T00:00:00.000Z;22581653;rs199472751;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13091;2012-01-01T00:00:00.000Z;22581653;rs199472752;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13092;2012-01-01T00:00:00.000Z;22581653;rs199472753;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13093;2012-01-01T00:00:00.000Z;22581653;rs199472754;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13094;2012-01-01T00:00:00.000Z;22581653;rs199472755;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13095;2012-01-01T00:00:00.000Z;22581653;rs199472756;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13096;2012-01-01T00:00:00.000Z;22581653;rs199472758;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13097;2012-01-01T00:00:00.000Z;22581653;rs199472759;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13098;2012-01-01T00:00:00.000Z;22581653;rs199472760;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13099;2012-01-01T00:00:00.000Z;22581653;rs199472761;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13100;2012-01-01T00:00:00.000Z;22581653;rs199472762;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13101;2012-01-01T00:00:00.000Z;22581653;rs199472763;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13102;2012-01-01T00:00:00.000Z;22581653;rs199472764;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13103;2012-01-01T00:00:00.000Z;22581653;rs199472765;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13104;2012-01-01T00:00:00.000Z;22581653;rs199472766;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13105;2012-01-01T00:00:00.000Z;22581653;rs199472767;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13106;2012-01-01T00:00:00.000Z;22581653;rs199472768;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13107;2012-01-01T00:00:00.000Z;22581653;rs199472769;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13108;2012-01-01T00:00:00.000Z;22581653;rs199472770;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13109;2012-01-01T00:00:00.000Z;22581653;rs199472771;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13110;2012-01-01T00:00:00.000Z;22581653;rs199472772;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13111;2012-01-01T00:00:00.000Z;22581653;rs199472773;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13112;2012-01-01T00:00:00.000Z;22581653;rs199472774;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13113;2012-01-01T00:00:00.000Z;22581653;rs199472775;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13114;2012-01-01T00:00:00.000Z;22581653;rs199472776;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13115;2012-01-01T00:00:00.000Z;22581653;rs199472777;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13116;2012-01-01T00:00:00.000Z;22581653;rs199472778;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13117;2012-01-01T00:00:00.000Z;22581653;rs199472780;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13118;2012-01-01T00:00:00.000Z;22581653;rs199472781;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13119;2012-01-01T00:00:00.000Z;22581653;rs199472782;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13120;2012-01-01T00:00:00.000Z;22581653;rs199472784;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13121;2012-01-01T00:00:00.000Z;22581653;rs199472785;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13122;2012-01-01T00:00:00.000Z;22581653;rs199472786;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13123;2012-01-01T00:00:00.000Z;22581653;rs199472787;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13124;2012-01-01T00:00:00.000Z;22581653;rs199472788;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13125;2012-01-01T00:00:00.000Z;22581653;rs199472789;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13126;2012-01-01T00:00:00.000Z;22581653;rs199472790;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13127;2012-01-01T00:00:00.000Z;22581653;rs199472791;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13128;2012-01-01T00:00:00.000Z;22581653;rs199472792;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13129;2012-01-01T00:00:00.000Z;22581653;rs199472793;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13130;2012-01-01T00:00:00.000Z;22581653;rs199472794;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
