row_number;phenotype;db_variation_id;phenotype_category;category;phenotype_id
23983;Congenital long QT syndrome;rs199473533;Long QT syndrome;Cardiomyopathies;1,40E+12
23984;Long QT syndrome;rs201048693;Long QT syndrome;Cardiomyopathies;1,29E+11
23985;Long QT syndrome;rs780370907;Long QT syndrome;Cardiomyopathies;1,29E+11
23986;Long QT syndrome;rs780934792;Long QT syndrome;Cardiomyopathies;1,29E+11
23987;Long QT syndrome;rs886059016;Long QT syndrome;Cardiomyopathies;1,29E+11
23988;Long QT syndrome;rs886062092;Long QT syndrome;Cardiomyopathies;1,29E+11
23989;Catecholaminergic polymorphic ventricular tachycardia;rs1057521957;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
23990;Catecholaminergic polymorphic ventricular tachycardia;rs138073811;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
23991;Catecholaminergic polymorphic ventricular tachycardia;rs375180398;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
23992;Catecholaminergic polymorphic ventricular tachycardia;rs41284430;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
23993;Catecholaminergic polymorphic ventricular tachycardia;rs536555602;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
23994;Catecholaminergic polymorphic ventricular tachycardia;rs753435083;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
23995;Catecholaminergic polymorphic ventricular tachycardia;rs76380341;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
23996;Marfan syndrome;rs1060501051;Marfan syndrome;Cardiomyopathies;2,83E+11
23997;Marfan syndrome, mild;rs137854468;Marfan syndrome;Cardiomyopathies;2,06E+11
23998;Marfan syndrome;rs1555395480;Marfan syndrome;Cardiomyopathies;2,83E+11
23999;Marfan syndrome;rs1555397666;Marfan syndrome;Cardiomyopathies;2,83E+11
24000;Marfan syndrome;rs1555398657;Marfan syndrome;Cardiomyopathies;2,83E+11
24001;Marfan syndrome;rs1555399267;Marfan syndrome;Cardiomyopathies;2,83E+11
24002;Marfan syndrome;rs1555401676;Marfan syndrome;Cardiomyopathies;2,83E+11
24003;Marfan syndrome;rs1566896070;Marfan syndrome;Cardiomyopathies;2,83E+11
24004;Marfan syndrome;rs193922206;Marfan syndrome;Cardiomyopathies;2,83E+11
24005;Marfan syndrome;rs397515866;Marfan syndrome;Cardiomyopathies;2,83E+11
24006;Marfan syndrome;rs727505269;Marfan syndrome;Cardiomyopathies;2,83E+11
24007;Marfan syndrome;rs747777955;Marfan syndrome;Cardiomyopathies;2,83E+11
24008;Marfan syndrome;rs869025423;Marfan syndrome;Cardiomyopathies;2,83E+11
24009;Brugada syndrome;rs1060501139;Brugada syndrome;Cardiomyopathies;7,04E+11
24010;Brugada syndrome;rs11353034;Brugada syndrome;Cardiomyopathies;7,04E+11
24011;Brugada syndrome;rs113645050;Brugada syndrome;Cardiomyopathies;7,04E+11
24012;Brugada syndrome;rs149641866;Brugada syndrome;Cardiomyopathies;7,04E+11
24013;Brugada syndrome 5;rs180943300;Brugada syndrome;Cardiomyopathies;1,57E+12
24014;Brugada syndrome;rs199473177;Brugada syndrome;Cardiomyopathies;7,04E+11
24015;Brugada syndrome;rs199473250;Brugada syndrome;Cardiomyopathies;7,04E+11
24016;Brugada syndrome;rs41311127;Brugada syndrome;Cardiomyopathies;7,04E+11
24017;Brugada syndrome;rs547303769;Brugada syndrome;Cardiomyopathies;7,04E+11
24018;Brugada syndrome;rs72552193;Brugada syndrome;Cardiomyopathies;7,04E+11
24019;Brugada syndrome;rs756364065;Brugada syndrome;Cardiomyopathies;7,04E+11
24020;Brugada syndrome;rs764493888;Brugada syndrome;Cardiomyopathies;7,04E+11
24021;Brugada syndrome;rs779649600;Brugada syndrome;Cardiomyopathies;7,04E+11
24022;Loeys-Dietz syndrome 2;rs373861992;Loeys-Dietz syndrome;Cardiomyopathies;6,36E+11
24023;Familial restrictive cardiomyopathy 1;rs397516349;Restrictive cardiomyopathy;Cardiomyopathies;1,58E+12
24024;Short QT syndrome 3;rs104894580;Short QT syndrome;Cardiomyopathies;9,45E+11
24025;short QT syndrome;rs561353262;Short QT syndrome;Cardiomyopathies;8,07E+11
24026;short QT syndrome;rs72850203;Short QT syndrome;Cardiomyopathies;8,07E+11
24027;Dilated cardiomyopathy 1G;rs1060500412;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
24028;Primary dilated cardiomyopathy;rs121434525;Dilated cardiomyopathy;Cardiomyopathies;4,04E+11
24029;Dilated cardiomyopathy 1O;rs141025897;Dilated cardiomyopathy;Cardiomyopathies;7,30E+11
24030;Dilated cardiomyopathy 1G;rs1553491559;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
24031;Dilated cardiomyopathy 1G;rs188323108;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
24032;Dilated cardiomyopathy 1G;rs192360370;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
24033;Dilated cardiomyopathy 1G;rs201395853;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
24034;Dilated cardiomyopathy 1G;rs201400267;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
24035;Dilated cardiomyopathy 1G;rs371531675;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
24036;Primary dilated cardiomyopathy;rs397517203;Dilated cardiomyopathy;Cardiomyopathies;4,04E+11
24037;Primary dilated cardiomyopathy;rs397517909;Dilated cardiomyopathy;Cardiomyopathies;4,04E+11
24038;Dilated cardiomyopathy 3B;rs398123839;Dilated cardiomyopathy;Cardiomyopathies;5,58E+11
24039;Dilated cardiomyopathy 1AA;rs533267299;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
24040;Dilated cardiomyopathy 1DD;rs540962668;Dilated cardiomyopathy;Cardiomyopathies;1,02E+12
24041;Dilated cardiomyopathy 1G;rs567457007;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
24042;Dilated cardiomyopathy 1G;rs570615498;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
24043;Dilated cardiomyopathy 1G;rs72648946;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
24044;Primary dilated cardiomyopathy;rs727504336;Dilated cardiomyopathy;Cardiomyopathies;4,04E+11
24045;Dilated cardiomyopathy 1G;rs730880350;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
24046;Dilated cardiomyopathy 1G;rs747832107;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
24047;Dilated cardiomyopathy 1G;rs753053245;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
24048;Dilated cardiomyopathy 1G;rs755717335;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
24049;Dilated cardiomyopathy 1G;rs757511354;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
24050;Dilated cardiomyopathy 1G;rs759095633;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
24051;Dilated cardiomyopathy 1G;rs762572524;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
24052;Primary dilated cardiomyopathy;rs765292127;Dilated cardiomyopathy;Cardiomyopathies;4,04E+11
24053;Dilated cardiomyopathy 1G;rs768931150;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
24054;Dilated cardiomyopathy 1G;rs769577217;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
24055;Dilated cardiomyopathy 1O;rs771226136;Dilated cardiomyopathy;Cardiomyopathies;7,30E+11
24056;Dilated cardiomyopathy 1DD;rs864622733;Dilated cardiomyopathy;Cardiomyopathies;1,02E+12
24057;Primary familial hypertrophic cardiomyopathy;rs104894727;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
24058;Hypertrophic cardiomyopathy;rs1057515743;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
24059;Hypertrophic cardiomyopathy;rs1060503799;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
24060;Familial hypertrophic cardiomyopathy 10;rs115522476;Hypertrophic cardiomyopathy;Cardiomyopathies;4,98E+11
24061;Hypertrophic cardiomyopathy;rs1172047219;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
24062;Primary familial hypertrophic cardiomyopathy;rs121964855;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
24063;Hypertrophic cardiomyopathy;rs144101806;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
24064;Primary familial hypertrophic cardiomyopathy;rs146245480;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
24065;Familial hypertrophic cardiomyopathy 14;rs148984154;Hypertrophic cardiomyopathy;Cardiomyopathies;7,82E+11
24066;Hypertrophic cardiomyopathy;rs200153557;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
24067;Hypertrophic cardiomyopathy;rs2303836;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
24068;Hypertrophic cardiomyopathy;rs2303838;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
24069;Hypertrophic cardiomyopathy;rs368850871;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
24070;Hypertrophic cardiomyopathy;rs372476972;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
24071;Hypertrophic cardiomyopathy;rs372628478;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
24072;Primary familial hypertrophic cardiomyopathy;rs397516157;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
24073;Primary familial hypertrophic cardiomyopathy;rs397516457;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
24074;Hypertrophic cardiomyopathy;rs45478699;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
24075;Hypertrophic cardiomyopathy;rs562680371;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
24076;Primary familial hypertrophic cardiomyopathy;rs587782960;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
24077;Primary familial hypertrophic cardiomyopathy;rs727503197;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
24078;Hypertrophic cardiomyopathy;rs727503213;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
24079;Hypertrophic cardiomyopathy;rs730880653;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
24080;Hypertrophic cardiomyopathy;rs754487227;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
24081;Hypertrophic cardiomyopathy;rs755262343;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
24082;Hypertrophic cardiomyopathy;rs765643812;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
24083;Familial hypertrophic cardiomyopathy 16;rs76757102;Hypertrophic cardiomyopathy;Cardiomyopathies;1,55E+12
24084;Hypertrophic cardiomyopathy;rs79149418;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
24085;Familial Hypertrophic Cardiomyopathy with Wolff-Parkinson-White Syndrome;rs8961;Hypertrophic cardiomyopathy;Cardiomyopathies;6,44E+11
24086;Primary familial hypertrophic cardiomyopathy;rs148972050;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
24087;Familial hypertrophic cardiomyopathy 9;rs536183519;Hypertrophic cardiomyopathy;Cardiomyopathies;1,62E+12
24088;Familial hypertrophic cardiomyopathy 14;rs755974106;Hypertrophic cardiomyopathy;Cardiomyopathies;7,82E+11
24089;Long QT syndrome;rs1060503675;Long QT syndrome;Cardiomyopathies;1,29E+11
24090;Long QT syndrome 1;rs120074181;Long QT syndrome;Cardiomyopathies;1,21E+12
24091;Long QT syndrome;rs141156177;Long QT syndrome;Cardiomyopathies;1,29E+11
24092;Long QT syndrome;rs145782226;Long QT syndrome;Cardiomyopathies;1,29E+11
24093;Long QT syndrome;rs1460270324;Long QT syndrome;Cardiomyopathies;1,29E+11
24094;Long QT syndrome;rs181700296;Long QT syndrome;Cardiomyopathies;1,29E+11
24095;Congenital long QT syndrome;rs199472701;Long QT syndrome;Cardiomyopathies;1,40E+12
24096;Long QT syndrome;rs199472728;Long QT syndrome;Cardiomyopathies;1,29E+11
24097;Congenital long QT syndrome;rs199472834;Long QT syndrome;Cardiomyopathies;1,40E+12
24098;Congenital long QT syndrome;rs199473094;Long QT syndrome;Cardiomyopathies;1,40E+12
24099;Long QT syndrome 3;rs199473133;Long QT syndrome;Cardiomyopathies;1,57E+12
24100;Long QT syndrome;rs199473522;Long QT syndrome;Cardiomyopathies;1,29E+11
24101;Congenital long QT syndrome;rs36210423;Long QT syndrome;Cardiomyopathies;1,40E+12
24102;Long QT syndrome;rs563254150;Long QT syndrome;Cardiomyopathies;1,29E+11
24103;Long QT syndrome;rs727503835;Long QT syndrome;Cardiomyopathies;1,29E+11
24104;Long QT syndrome;rs747044770;Long QT syndrome;Cardiomyopathies;1,29E+11
24105;Long QT syndrome;rs74976371;Long QT syndrome;Cardiomyopathies;1,29E+11
24106;Long QT syndrome;rs794728398;Long QT syndrome;Cardiomyopathies;1,29E+11
24107;Long QT syndrome;rs886062481;Long QT syndrome;Cardiomyopathies;1,29E+11
24108;Catecholaminergic polymorphic ventricular tachycardia;rs1060500158;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
24109;Catecholaminergic polymorphic ventricular tachycardia;rs1343531428;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
24110;Catecholaminergic polymorphic ventricular tachycardia;rs148824162;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
24111;Catecholaminergic polymorphic ventricular tachycardia;rs1553425562;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
24112;Catecholaminergic polymorphic ventricular tachycardia;rs367601258;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
24113;Catecholaminergic polymorphic ventricular tachycardia type 1;rs370331492;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;7,90E+11
24114;Catecholaminergic polymorphic ventricular tachycardia;rs376370234;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
24115;Catecholaminergic polymorphic ventricular tachycardia;rs748085424;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
24116;Catecholaminergic polymorphic ventricular tachycardia;rs794728810;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
24117;Marfan syndrome;rs1060501035;Marfan syndrome;Cardiomyopathies;2,83E+11
24118;Marfan syndrome;rs1555394397;Marfan syndrome;Cardiomyopathies;2,83E+11
24119;Marfan syndrome;rs1555395648;Marfan syndrome;Cardiomyopathies;2,83E+11
24120;Marfan syndrome;rs1566914030;Marfan syndrome;Cardiomyopathies;2,83E+11
24121;Marfan syndrome;rs17026341;Marfan syndrome;Cardiomyopathies;2,83E+11
24122;Marfan syndrome;rs184719603;Marfan syndrome;Cardiomyopathies;2,83E+11
24123;Marfan syndrome;rs751169871;Marfan syndrome;Cardiomyopathies;2,83E+11
24124;Marfan syndrome;rs794728195;Marfan syndrome;Cardiomyopathies;2,83E+11
24125;Brugada syndrome;rs1060501134;Brugada syndrome;Cardiomyopathies;7,04E+11
24126;Brugada syndrome;rs1373296470;Brugada syndrome;Cardiomyopathies;7,04E+11
24127;Brugada syndrome;rs141703064;Brugada syndrome;Cardiomyopathies;7,04E+11
24128;Brugada syndrome;rs148244106;Brugada syndrome;Cardiomyopathies;7,04E+11
24129;Brugada syndrome 1;rs1553605932;Brugada syndrome;Cardiomyopathies;2,41E+11
24130;Brugada syndrome;rs1554560384;Brugada syndrome;Cardiomyopathies;7,04E+11
24131;Brugada syndrome 1;rs199473207;Brugada syndrome;Cardiomyopathies;2,41E+11
24132;Brugada syndrome;rs199473229;Brugada syndrome;Cardiomyopathies;7,04E+11
24133;Brugada syndrome;rs35464343;Brugada syndrome;Cardiomyopathies;7,04E+11
24134;Brugada syndrome;rs61741845;Brugada syndrome;Cardiomyopathies;7,04E+11
24135;Brugada syndrome;rs747138429;Brugada syndrome;Cardiomyopathies;7,04E+11
24136;Brugada syndrome;rs759924541;Brugada syndrome;Cardiomyopathies;7,04E+11
24137;Brugada syndrome 4;rs774654438;Brugada syndrome;Cardiomyopathies;9,11E+11
24138;Brugada syndrome;rs886046898;Brugada syndrome;Cardiomyopathies;7,04E+11
24139;Loeys-Dietz syndrome 4;rs373100223;Loeys-Dietz syndrome;Cardiomyopathies;1,98E+11
24140;Marfan Syndrome/Loeys-Dietz Syndrome/Familial Thoracic Aortic Aneurysms and Dissections;rs397515854;Loeys-Dietz syndrome;Cardiomyopathies;1,04E+12
24141;Loeys-Dietz syndrome 4;rs45477900;Loeys-Dietz syndrome;Cardiomyopathies;1,98E+11
24142;Loeys-Dietz syndrome;rs760079636;Loeys-Dietz syndrome;Cardiomyopathies;1,23E+12
24143;Marfan Syndrome/Loeys-Dietz Syndrome/Familial Thoracic Aortic Aneurysms and Dissections;rs761857514;Loeys-Dietz syndrome;Cardiomyopathies;1,04E+12
24144;Marfan Syndrome/Loeys-Dietz Syndrome/Familial Thoracic Aortic Aneurysms and Dissections;rs775417975;Loeys-Dietz syndrome;Cardiomyopathies;1,04E+12
24145;Loeys-Dietz syndrome;rs886045979;Loeys-Dietz syndrome;Cardiomyopathies;1,23E+12
24146;Familial restrictive cardiomyopathy 3;rs1553283445;Restrictive cardiomyopathy;Cardiomyopathies;1,80E+11
24147;Familial restrictive cardiomyopathy;rs367809676;Restrictive cardiomyopathy;Cardiomyopathies;1,66E+12
24148;Familial restrictive cardiomyopathy 3;rs397516482;Restrictive cardiomyopathy;Cardiomyopathies;1,80E+11
24149;Familial restrictive cardiomyopathy;rs73617692;Restrictive cardiomyopathy;Cardiomyopathies;1,66E+12
24150;short QT syndrome;rs868129989;Short QT syndrome;Cardiomyopathies;8,07E+11
24151;Dilated cardiomyopathy 1G;rs1060500407;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
24152;Dilated cardiomyopathy 1G;rs1060500427;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
24153;Dilated cardiomyopathy 1O;rs1060503052;Dilated cardiomyopathy;Cardiomyopathies;7,30E+11
24154;Dilated cardiomyopathy 1G;rs1060503965;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
24155;Dilated cardiomyopathy 1G;rs115744476;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
24156;Dilated cardiomyopathy 1G;rs1243863753;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
24157;Dilated cardiomyopathy 1G;rs1260372587;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
24158;Dilated cardiomyopathy 1G;rs1292930837;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
24159;Dilated cardiomyopathy 1G;rs139506970;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
24160;Dilated cardiomyopathy 1O;rs142875103;Dilated cardiomyopathy;Cardiomyopathies;7,30E+11
24161;Dilated cardiomyopathy 1G;rs142891278;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
24162;Dilated cardiomyopathy with woolly hair and keratoderma;rs146407262;Dilated cardiomyopathy;Cardiomyopathies;4,12E+11
24163;Dilated cardiomyopathy 1G;rs150223722;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
24164;Idiopathic dilated cardiomyopathy;rs150793926;Dilated cardiomyopathy;Cardiomyopathies;5,67E+11
24165;Dilated cardiomyopathy 1W;rs1554818884;Dilated cardiomyopathy;Cardiomyopathies;1,27E+12
24166;Dilated cardiomyopathy 1G;rs16866378;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
24167;Dilated cardiomyopathy 1G;rs184815126;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
24168;Dilated cardiomyopathy 1DD;rs188054898;Dilated cardiomyopathy;Cardiomyopathies;1,02E+12
24169;Dilated cardiomyopathy 1G;rs190149868;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
24170;Dilated cardiomyopathy 1G;rs190192954;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
24171;Dilated cardiomyopathy 1G;rs200422152;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
24172;Primary dilated cardiomyopathy;rs201503021;Dilated cardiomyopathy;Cardiomyopathies;4,04E+11
24173;Dilated cardiomyopathy 1G;rs201654513;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
24174;Dilated cardiomyopathy 1G;rs368042545;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
24175;Dilated cardiomyopathy 1G;rs370515843;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
24176;Dilated cardiomyopathy 1G;rs371496970;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
24177;Dilated cardiomyopathy 1DD;rs371828469;Dilated cardiomyopathy;Cardiomyopathies;1,02E+12
24178;Dilated cardiomyopathy 1W;rs372381809;Dilated cardiomyopathy;Cardiomyopathies;1,27E+12
24179;Dilated cardiomyopathy 1G;rs376744914;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
24180;Dilated cardiomyopathy 3B;rs377156960;Dilated cardiomyopathy;Cardiomyopathies;5,58E+11
24181;Primary dilated cardiomyopathy;rs397516142;Dilated cardiomyopathy;Cardiomyopathies;4,04E+11
24182;Dilated cardiomyopathy 1DD;rs483352833;Dilated cardiomyopathy;Cardiomyopathies;1,02E+12
24183;Dilated cardiomyopathy 1G;rs538308579;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
24184;Dilated cardiomyopathy 1DD;rs559040957;Dilated cardiomyopathy;Cardiomyopathies;1,02E+12
24185;Dilated cardiomyopathy 1G;rs72648987;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
24186;Dilated cardiomyopathy 1G;rs755522463;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
24187;Dilated cardiomyopathy 1G;rs761374262;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
24188;Dilated cardiomyopathy 1G;rs769146381;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
24189;Dilated cardiomyopathy 1G;rs769771566;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
24190;Dilated cardiomyopathy 1G;rs773892755;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
24191;Dilated cardiomyopathy 1DD;rs777886957;Dilated cardiomyopathy;Cardiomyopathies;1,02E+12
24192;Dilated cardiomyopathy 1G;rs781330566;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
